brand,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Chevrolet,2020,12500,Gasoline,Other,Yellow,Black,None reported,Yes,84999
Hyundai,2016,45303,Gasoline,Automatic,White,Black,None reported,Yes,20999
Ford,2014,110000,Gasoline,Manual,Silver,Gray,None reported,Yes,9495
Cadillac,2011,66200,Gasoline,Automatic,Black,Black,None reported,Yes,16499
Subaru,2003,71000,Gasoline,Manual,Red,Black,None reported,Yes,14900
Toyota,2019,81301,Gasoline,Automatic,Black,Black,None reported,Yes,30275
Chevrolet,2019,7033,Gasoline,Automatic,White,Black,None reported,Yes,63900
Dodge,2020,36000,Gasoline,Automatic,Gray,Red,None reported,Yes,62000
Acura,2010,116000,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,9000
Chevrolet,2018,42780,Gasoline,Other,Black,Black,At least 1 accident or damage reported,Yes,41100
BMW,2014,39886,Gasoline,Other,Black,Red,At least 1 accident or damage reported,Yes,26000
Audi,2014,151400,Gasoline,Other,Gray,Black,None reported,Yes,15400
Alfa,2017,48000,Gasoline,Automatic,Red,Black,None reported,Yes,20500
Toyota,2023,8727,Gasoline,Automatic,Ruby Flare Pearl,Black,None reported,No,44596
Rolls-Royce,2011,79000,Gasoline,Automatic,Black,White,At least 1 accident or damage reported,Yes,80300
Dodge,2020,54000,Gasoline,Automatic,Gray,Black,None reported,Yes,34000
Porsche,2016,110000,Gasoline,Automatic,White,White,At least 1 accident or damage reported,Yes,25900
Chevrolet,2020,49688,Electric,Automatic,Blue,Gray,None reported,Yes,24900
Mercedes-Benz,2020,14000,Gasoline,Automatic,Black,Beige,None reported,Yes,48000
Dodge,2023,5000,Gasoline,Other,Gray,Black,None reported,Yes,110000
Chevrolet,2022,11597,Gasoline,Automatic,Silver Ice Metallic,Jet Black,None reported,No,68590
Mercedes-Benz,2017,86101,Gasoline,Automatic,Gray,Red,At least 1 accident or damage reported,Yes,72777
Chevrolet,2017,58816,Gasoline,Automatic,Black,Jet Black,None reported,No,36590
Lexus,2016,77856,Gasoline,Automatic,Atomic Silver,Black,None reported,Yes,30919
Lamborghini,2021,20069,Gasoline,Automatic,Rosso Mars Metallic,Nero Ade,None reported,No,229900
GMC,2015,115282,Gasoline,Automatic,Crimson Red Tintcoat,Ebony,At least 1 accident or damage reported,Yes,12433
Porsche,2016,30700,Gasoline,Automatic,White,Black,None reported,Yes,138999
MINI,2003,103726,Gasoline,Manual,Red,Gray,At least 1 accident or damage reported,Yes,5995
Mazda,2008,39800,Gasoline,Other,Blue,Black,None reported,Yes,13250
Toyota,2019,79500,Gasoline,Automatic,White,Black,None reported,Yes,33333
Toyota,2008,165520,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,9000
BMW,2014,92000,Gasoline,Other,Black,Black,At least 1 accident or damage reported,Yes,24000
Hyundai,2023,1500,Gasoline,Other,Green,Black,None reported,Yes,55000
Pontiac,2008,38100,Gasoline,Manual,Orange,Black,None reported,Yes,19950
Land,2018,42125,Gasoline,Other,White,Black,None reported,Yes,38999
Porsche,2014,86818,Diesel,Other,Silver,Black,None reported,Yes,33500
BMW,2023,3490,Gasoline,Automatic,Gray,Black,None reported,Yes,95580
Toyota,2008,111300,Gasoline,Other,Gold,Beige,None reported,Yes,7900
BMW,2011,98200,Gasoline,Automatic,White,Black,None reported,Yes,27000
Porsche,2018,42500,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,53999
Jeep,2001,171000,Gasoline,Manual,White,Black,At least 1 accident or damage reported,Yes,15000
Honda,2023,11649,Gasoline,Automatic,Black,Black,None reported,No,39999
Mercedes-Benz,2013,24933,Gasoline,Other,Silver,Red,At least 1 accident or damage reported,Yes,40250
Audi,2007,99769,Gasoline,Manual,Gray,White,None reported,Yes,29995
Toyota,2022,16156,Gasoline,Automatic,Blueprint,Graphite,None reported,No,39390
Mercedes-Benz,2008,67250,Gasoline,Automatic,White,Beige,None reported,Yes,11900
GMC,2021,30022,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,74500
Porsche,2017,42596,Gasoline,Other,Black,Black,None reported,Yes,78000
Ford,2021,33705,Gasoline,Automatic,White,Light Slate,At least 1 accident or damage reported,Yes,36995
Land,2016,63300,Gasoline,Automatic,White,Brown,None reported,Yes,31000
Acura,2023,4700,Gasoline,Automatic,Red,Black,None reported,Yes,52000
Toyota,2020,27256,Gasoline,Other,Midnight Black Metallic,Black/Gun Metal,None reported,No,42998
Hummer,2010,107481,Gasoline,Automatic,White,Black,None reported,Yes,13500
Tesla,2018,61700,Electric,Automatic,White,Black,None reported,Yes,25900
Volvo,1995,94000,–,Automatic,White,Black,None reported,Yes,4500
Jeep,2017,128000,Gasoline,Automatic,Gray,Black,None reported,Yes,26800
Chevrolet,2018,26000,Gasoline,Automatic,White,Black,None reported,Yes,39000
Audi,2015,74000,Gasoline,Automatic,Blue,Gray,None reported,Yes,29950
Audi,2012,54900,Gasoline,Manual,White,Brown,None reported,No,28900
INFINITI,2012,141775,Gasoline,Other,White,Beige,None reported,Yes,11500
Volkswagen,2001,63250,Gasoline,Automatic,Yellow,Yellow,None reported,Yes,12000
Audi,2022,13895,Hybrid,Automatic,Daytona Gray,Black,None reported,No,44998
Lamborghini,2017,10654,Gasoline,Automatic,Balloon White,Nero Ade,None reported,No,449991
Ford,2014,35900,E85 Flex Fuel,Other,Blue,Gray,At least 1 accident or damage reported,Yes,27900
GMC,2022,48306,Gasoline,Automatic,Summit White,Jet Black,At least 1 accident or damage reported,Yes,71999
Audi,2012,125000,Gasoline,Automatic,Black,Black,None reported,Yes,10500
Dodge,2016,37700,–,Automatic,Black,Black,At least 1 accident or damage reported,Yes,38000
Tesla,2017,103000,Electric,Automatic,Black,White,None reported,Yes,36000
Mazda,2021,45303,Gasoline,Automatic,Snowflake White Pearl,White / Brown,None reported,No,25382
Lexus,2016,53900,Gasoline,Automatic,Red,Beige,None reported,Yes,27500
Jeep,2008,54000,Gasoline,Automatic,Green,Gray,None reported,Yes,20000
Chevrolet,2007,129000,Gasoline,Automatic,White,Beige,None reported,Yes,17950
Jeep,2022,10232,Gasoline,Automatic,Diamond Black,Global Black,None reported,Yes,44646
Acura,2023,3708,Gasoline,Automatic,White,Espresso,None reported,No,58998
Nissan,2018,167000,Gasoline,Automatic,Black,Beige,None reported,No,14500
Tesla,2019,37000,Electric,Automatic,Gray,Black,None reported,Yes,58000
Subaru,2022,10419,Gasoline,Other,Crystal White Pearl,Black,At least 1 accident or damage reported,No,24998
Audi,2014,96238,Gasoline,Other,Black,Black,At least 1 accident or damage reported,Yes,22500
Subaru,2022,12700,Gasoline,Variator,White,Beige,None reported,Yes,38500
Chevrolet,2007,244000,E85 Flex Fuel,Automatic,Gray,Gray,None reported,Yes,16900
Porsche,2015,124000,Gasoline,Automatic,White,Beige,None reported,Yes,25000
BMW,2009,123000,Gasoline,Automatic,Purple,Black,None reported,Yes,15000
GMC,2022,24900,Gasoline,Automatic,Black,Black,None reported,Yes,49900
Ford,2016,95500,Gasoline,Other,Black,Black,None reported,Yes,20000
Cadillac,2021,4283,Gasoline,Automatic,Black,Brandy,None reported,Yes,479995
Lexus,2021,48300,Gasoline,Automatic,White,Red,None reported,Yes,82000
BMW,2008,94000,Gasoline,Manual,Gray,Red,None reported,Yes,25999
Nissan,2011,183000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,12000
Ford,2013,126225,Hybrid,Variator,Silver,Black,At least 1 accident or damage reported,Yes,11500
Volkswagen,2016,87892,Gasoline,Manual,Gray,Black,None reported,Yes,16000
Cadillac,2012,45000,Gasoline,Automatic,Red,Black,None reported,Yes,41500
Aston,2022,1023,Gasoline,Automatic,Blue,Brown,None reported,Yes,156900
Lexus,2015,106000,Gasoline,Automatic,Black,Beige,None reported,Yes,37500
GMC,2019,51300,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,25500
Ford,2021,30176,Gasoline,Automatic,Black,Medium Dark Slate,None reported,Yes,28979
Nissan,2021,27598,Gasoline,Automatic,Black,Black,None reported,No,39884
Volkswagen,2012,107000,Gasoline,Automatic,Black,Beige,None reported,Yes,9499
Land,2019,17500,Gasoline,Automatic,Black,Black,None reported,Yes,65000
RAM,2017,117878,Diesel,Other,Red,Black,None reported,Yes,42000
Nissan,2010,138700,Gasoline,Variator,Gray,Black,At least 1 accident or damage reported,Yes,7000
Cadillac,2009,152068,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,12350
BMW,2016,77000,Gasoline,Other,White,Red,At least 1 accident or damage reported,Yes,26999
Ford,2017,26000,Gasoline,Manual,Gray,Black,None reported,Yes,37000
Lexus,2014,131200,Hybrid,Automatic,Brown,Brown,None reported,Yes,14000
Buick,2017,83280,Gasoline,Automatic,Quicksilver Metallic,Ebony,None reported,No,20599
BMW,2015,59000,Gasoline,Manual,Gray,Black,None reported,Yes,53500
Volkswagen,2020,15500,Gasoline,Automatic,Silver,Black,None reported,Yes,30000
BMW,2013,90000,Gasoline,Automatic,White,Red,None reported,Yes,19950
INFINITI,2006,94000,Gasoline,Other,White,Gray,At least 1 accident or damage reported,Yes,10995
Hummer,2008,63750,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,55000
Mercedes-Benz,2011,95500,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,15990
Acura,2019,37900,Gasoline,Automatic,White,Black,None reported,Yes,26000
Porsche,2015,13250,Gasoline,Automatic,Brown,Gray,None reported,Yes,154900
RAM,2019,76249,Gasoline,Automatic,Diamond Black,Mountain Brown,At least 1 accident or damage reported,No,40995
BMW,2001,81000,Gasoline,Manual,Blue,Gray,None reported,Yes,39000
Chevrolet,2022,37806,Gasoline,Automatic,Black,Black,None reported,Yes,60894
Dodge,2010,151544,Gasoline,Automatic,Brown,Gray,At least 1 accident or damage reported,Yes,17700
Chevrolet,2012,60345,Gasoline,Automatic,Yellow,Black,None reported,Yes,26950
Dodge,2010,90305,Gasoline,Automatic,Gray,Black,None reported,Yes,12000
Jeep,2022,13275,Gasoline,Automatic,Velvet Red Pearlcoat,Global Black,None reported,No,42599
Chevrolet,2018,8660,Gasoline,Automatic,White,Black,None reported,Yes,45000
Ford,2021,28220,Diesel,Automatic,Silver,Black,None reported,Yes,73600
Ford,2015,97700,Diesel,Automatic,Black,–,None reported,Yes,39950
Chevrolet,2023,4200,Gasoline,Automatic,White,Black,None reported,Yes,98000
Bentley,2020,27404,Gasoline,Automatic,Dark Sapphire,Linen,None reported,No,199991
Lincoln,2016,100000,Gasoline,Other,White,White,None reported,Yes,24000
Ford,2001,333361,Diesel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,17000
Land,2018,63295,Gasoline,Automatic,Blue,White,None reported,Yes,29993
Land,2022,3000,Gasoline,Automatic,Black,Black,None reported,Yes,96500
Chevrolet,2014,102604,E85 Flex Fuel,Automatic,Gray,Gray,None reported,Yes,25500
Mercedes-Benz,2017,39800,Gasoline,Automatic,White,Red,None reported,Yes,99000
Ford,2019,124000,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,40100
Tesla,2022,12080,Electric,Automatic,Black,Black,None reported,Yes,36750
Lexus,2018,39300,Gasoline,Other,Black,Black,None reported,Yes,69500
INFINITI,2019,51000,Gasoline,Variator,Gray,–,At least 1 accident or damage reported,Yes,29000
Rivian,2023,250,Electric,Automatic,Green,Black,None reported,No,97500
Land,2017,67000,Gasoline,Automatic,Gray,Beige,None reported,Yes,35999
INFINITI,2014,95400,Gasoline,Automatic,White,Beige,None reported,No,14195
Hyundai,2013,136991,Gasoline,Automatic,Gray,Gray,None reported,Yes,11000
Toyota,2022,3959,Gasoline,Automatic,Blue,Gray,None reported,Yes,55000
Jeep,2020,47500,Gasoline,Automatic,Purple,Black,None reported,Yes,31000
Ford,2005,176691,Diesel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,13000
Tesla,2021,33000,Electric,Automatic,Red,White,None reported,Yes,55000
Mercedes-Benz,2014,34600,Gasoline,Other,Black,Black,None reported,Yes,27500
RAM,2014,84500,Gasoline,Automatic,Black,Gray,None reported,Yes,34000
Kia,2022,36100,Hybrid,Automatic,Black,White,None reported,Yes,37500
Hyundai,2015,92225,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,17000
Jeep,2020,17500,Gasoline,Automatic,Silver,Black,None reported,Yes,25695
Ford,2011,114323,Gasoline,Automatic,Black,Black,None reported,Yes,6000
Toyota,2014,92000,Gasoline,Automatic,Beige,Black,None reported,Yes,27500
BMW,2018,29025,Gasoline,Automatic,Carbon Black Metallic,Black,None reported,No,29998
Dodge,2021,17000,Gasoline,Other,Blue,Black,None reported,Yes,65000
Hyundai,2015,96476,Gasoline,Automatic,White,Gray,None reported,Yes,13000
Volkswagen,2021,36311,Gasoline,Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,39127
Land,2016,56842,Gasoline,Other,Silver,Black,None reported,Yes,35000
Nissan,2021,23677,Gasoline,Automatic,Sunset Drift Chromaflair,Graphite,None reported,No,29510
Buick,2020,27340,Gasoline,Automatic,Summit White,Ebony,None reported,No,31700
Chevrolet,2020,26177,Gasoline,Automatic,Shadow Gray Metallic,Jet Black,None reported,No,41986
Pontiac,2009,122348,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,10000
BMW,2015,98000,Gasoline,Other,Black,Beige,None reported,Yes,22500
Tesla,2019,32300,Electric,Automatic,Black,Black,None reported,Yes,29000
MINI,2019,18997,Gasoline,Other,Red,Black,None reported,Yes,26750
Porsche,2016,40350,Gasoline,Automatic,Gray,Black,None reported,Yes,67995
Ford,2011,156856,E85 Flex Fuel,Automatic,Black,Brown,None reported,Yes,14300
Bentley,2022,1919,Gasoline,Automatic,Granite,Porpoise,None reported,No,289991
BMW,2017,61773,Gasoline,Other,Gray,Black,None reported,Yes,46000
Ford,2011,74500,Gasoline,Manual,Black,Black,None reported,Yes,22000
Jeep,2016,99000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,5000
INFINITI,2008,63496,Gasoline,Manual,Black,Black,None reported,Yes,15000
Ford,2022,18465,Gasoline,Automatic,Black,Gray,None reported,Yes,47500
Porsche,2007,42635,Gasoline,Other,Blue,Blue,None reported,Yes,72995
INFINITI,2005,99000,Gasoline,Manual,Silver,Black,None reported,Yes,18900
Chrysler,2013,87500,Gasoline,Automatic,White,Beige,None reported,Yes,13750
Toyota,2007,138000,Gasoline,Automatic,White,Beige,None reported,Yes,6800
Lexus,2018,70891,Gasoline,Other,White,Black,None reported,Yes,28995
Buick,2020,55403,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,29444
BMW,2022,3213,Gasoline,Automatic,Black,Red,None reported,Yes,89995
Pontiac,2005,142314,Gasoline,Manual,Red,Red,At least 1 accident or damage reported,Yes,21999
Toyota,2013,53000,Gasoline,Automatic,Blue,Black,None reported,Yes,36740
Hyundai,2014,120250,Gasoline,Automatic,Blue,Gray,None reported,Yes,7500
Porsche,2015,72329,Gasoline,Automatic,Silver,Black,None reported,Yes,29500
Hummer,2007,153692,Gasoline,Automatic,Beige,Black,None reported,Yes,9995
Tesla,2021,32670,Electric,Automatic,White,Black,None reported,Yes,37000
Ford,2018,235000,Gasoline,Automatic,White,Gray,None reported,No,18000
Rivian,2022,8681,Electric,Automatic,Gray,Black,None reported,Yes,82000
Audi,2012,98400,Gasoline,Automatic,White,White,None reported,Yes,18000
Toyota,2023,1400,Gasoline,Automatic,White,Black,None reported,Yes,46500
Tesla,2018,32000,Electric,Automatic,Black,Black,None reported,Yes,29999
Ford,1997,92800,Gasoline,Automatic,White,Gray,None reported,Yes,9000
Mercedes-Benz,2021,75151,Gasoline,Automatic,Black,Black,None reported,Yes,130000
Subaru,2008,94000,Gasoline,Manual,Gray,Blue,None reported,Yes,12500
Mercedes-Benz,2014,67350,Gasoline,Automatic,Silver,–,At least 1 accident or damage reported,Yes,18700
BMW,2001,66500,Gasoline,Manual,Red,Black,None reported,Yes,21000
Mercedes-Benz,2014,70612,Gasoline,Automatic,White,Beige,None reported,Yes,14500
Toyota,2007,112630,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,11500
Dodge,2014,124705,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,6499
BMW,2018,61000,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,34000
RAM,2017,157272,Diesel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,32999
Mercedes-Benz,2015,84000,Gasoline,Automatic,Blue,Gray,None reported,Yes,20399
Jeep,2020,27981,Gasoline,Automatic,Red,Black,None reported,Yes,47500
Bentley,2009,18000,Gasoline,Automatic,Blue,Beige,None reported,Yes,63000
Tesla,2019,27123,Electric,Automatic,Red,Black,None reported,Yes,38200
Chevrolet,2021,3053,Gasoline,Other,Silver,Gray,None reported,Yes,83900
Audi,2015,60251,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19000
Mazda,2021,5093,Gasoline,Manual,Gray,Black,None reported,Yes,28000
Bentley,2018,31875,Gasoline,Automatic,White,Black,None reported,Yes,115785
Mercedes-Benz,2005,175722,Gasoline,Automatic,White,Beige,None reported,Yes,7000
BMW,2015,17900,Gasoline,Other,Black,Black,None reported,Yes,59900
GMC,2015,142792,Gasoline,Automatic,White,Brown,None reported,Yes,22999
BMW,2001,53814,Gasoline,Automatic,Gray,Gray,None reported,No,11800
Toyota,2010,89400,Gasoline,Automatic,White,Gray,None reported,Yes,26900
Chrysler,2007,86000,Gasoline,Automatic,Gray,Black,None reported,Yes,15000
smart,2008,61595,Gasoline,Automatic,Blue,Gray,None reported,Yes,5000
Toyota,2018,74000,E85 Flex Fuel,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,38000
Hummer,2004,130000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16500
BMW,2015,86000,Gasoline,Automatic,Black,White,At least 1 accident or damage reported,Yes,29000
Land,2008,140600,Gasoline,Automatic,Red,Beige,None reported,Yes,7500
Audi,2018,27532,Gasoline,Automatic,Gray,Black,None reported,Yes,27900
Ford,2017,91000,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,12500
Mercedes-Benz,2014,63000,Gasoline,Automatic,Silver,Black,None reported,Yes,28500
Jeep,2022,10500,Plug-In Hybrid,Automatic,Green,Beige,None reported,Yes,49999
Mercedes-Benz,2014,75073,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,21500
Jeep,2008,140000,Gasoline,Automatic,Silver,–,At least 1 accident or damage reported,Yes,9000
Mercedes-Benz,2019,30300,Gasoline,Automatic,Silver,Black,None reported,Yes,30500
Chevrolet,2009,139000,Gasoline,Automatic,White,Black,None reported,Yes,4200
Hummer,2006,118000,Gasoline,Automatic,Gray,Black,None reported,Yes,17900
BMW,2015,51000,Plug-In Hybrid,Other,Gray,Brown,None reported,Yes,53000
Cadillac,2009,69423,Gasoline,Automatic,Red,Beige,None reported,Yes,36500
Lincoln,2017,52284,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,12500
Chevrolet,2006,111228,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,4000
Land,2019,52300,Gasoline,Other,Black,Black,None reported,Yes,49900
Nissan,2021,95993,Gasoline,Automatic,White,Black,None reported,Yes,32612
Kia,2022,26716,Gasoline,Automatic,Dark Moss,Black,None reported,No,47541
Chevrolet,2023,39517,Gasoline,Automatic,Black,Jet Black,At least 1 accident or damage reported,No,67190
Ford,2019,31600,Gasoline,Manual,Blue,Gray,None reported,Yes,41000
BMW,2017,83298,Gasoline,Automatic,Black,Black,None reported,Yes,18300
Land,2017,95212,Gasoline,Automatic,Brown,Beige,None reported,Yes,31599
Porsche,2010,61600,Gasoline,Automatic,Black,Black,None reported,Yes,51750
INFINITI,2011,130921,Gasoline,Other,White,Beige,None reported,Yes,12000
RAM,2020,41000,Gasoline,Automatic,White,Gray,None reported,No,45515
